video_id,desc,author,author_id,create_time,tags,digg_count,comment_count,share_count,video_url
7520878784947146043,“整明白了！” 三星S25 Ultra如何再次定义安卓机皇？#三星s25ultra #三星,科技怪杰,734122219678318,2025-06-28 14:10:51,"三星s25ultra, 三星",404,36,9,https://www.douyin.com/video/7520878784947146043
7520896795347848508,点赞龙芯中科的3C6000，国产芯逆袭，靠技术更靠信心！#龙芯中科 #芯片 #科技 #内容过于真实 @DOU+小助手,睿玩科技咖,75480399196,2025-06-28 15:20:47,"龙芯中科, 芯片, 科技, 内容过于真实",422,291,7,https://www.douyin.com/video/7520896795347848508
7520885574238440764,一夜之间，科技圈传出3个好消息，该来的全都来了！,欣邦科技头条,1438612950096244,2025-06-28 14:37:13,,211,9,1,https://www.douyin.com/video/7520885574238440764
7520506106771213583,比iPhone更漂亮的ophone，你值得拥有 ！#OPPO #OPPOReno14,丸子科技,2252242821583134,2025-06-27 14:04:56,"OPPO, OPPOReno14",8731,55,34,https://www.douyin.com/video/7520506106771213583
7521180405228211466,血汗工厂,大熊科技,103323373232,2025-06-29 09:41:20,,164,42,0,https://www.douyin.com/video/7521180405228211466
7520530244361555240,OPPO Find X8 Pro挑战苹果，真的好用？ #OPPO #OPPOfindx8pro,Penny科技测评,65900408999,2025-06-27 15:38:29,"OPPO, OPPOfindx8pro",10028,78,203,https://www.douyin.com/video/7520530244361555240
7520853574555143475,问界M9超强版本升级！但宣传上太低调了 #问界M9五十万级销冠 #问界m9,科技暴龙,3148601188949709,2025-06-28 14:38:03,"问界m9五十万级销冠, 问界m9",8637,875,80,https://www.douyin.com/video/7520853574555143475
7501945559012494646,当你突然感受到小直屏手机时... #opporeno14实况神机#不被定义的人鱼姬,科技西西米,104075732678,2025-05-08 18:21:30,"opporeno14实况神机, 不被定义的人鱼姬",130795,3396,3995,https://www.douyin.com/video/7501945559012494646
7520823534990544178,鸿蒙6.0应用接续有多好用 #鸿蒙 #鸿蒙6 #华为 #数码科技,科技美学,79988093013,2025-06-29 09:00:00,"鸿蒙, 鸿蒙6, 华为, 数码科技",404,26,26,https://www.douyin.com/video/7520823534990544178
7520547881754447162,避雷河南科技学院#河南科技学院#宿舍环境#校园环境#河南高考#高考,河南科技学院小助手,2270919160762595,2025-06-27 16:46:48,"河南科技学院, 宿舍环境, 校园环境, 河南高考, 高考",112,185,97,https://www.douyin.com/video/7520547881754447162
7520593135148223778,雷军刚发布YU7，刹车盘就高温起火 #雷军 #小米 #小米yu7 #刹车盘 #懂车帝,蚂蚁科技圈,831666941334461,2025-06-28 07:30:00,"雷军, 小米, 小米yu7, 刹车盘, 懂车帝",126,77,63,https://www.douyin.com/video/7520593135148223778
7521311347381931264,这算不算全国首撞？准备试驾小米Yu7，还没开始就结束了 #小米汽车 #小米 #小米yu7,潘达数码科技,3540062360314974,2025-06-29 18:09:25,"小米汽车, 小米, 小米yu7",435,102,249,https://www.douyin.com/video/7521311347381931264
7520571090192665919,罗马仕爆雷后，感觉充电宝行业天快塌了 #科技 #芯片 #移动电源 #充电宝,一刻talks｜硬科技x新商业,99885672009,2025-06-27 20:20:00,"科技, 芯片, 移动电源, 充电宝",42,6,22,https://www.douyin.com/video/7520571090192665919
7520579645184986425,为什么深圳，从“教育洼地”变成了“教育强市”？ #科技周周 #深圳 #教育 #深圳大学 #高校,科技周周讲故事,71623213307,2025-06-27 18:50:03,"科技周周, 深圳, 教育, 深圳大学, 高校",888,24,15,https://www.douyin.com/video/7520579645184986425
7520433486408207675,“纸飞机进化成战斗机了？！从手抛到滑行起飞，还能夜航炫技！附保姆级教程，亲子一起玩到尖叫～”  #纸飞机 #亲子互动  #DIY黑科技 #解压治愈神器  #创意手工    💬【内容……版本过低，升级后,飞行探索|纸飞机黑科技实验室,92722878246,2025-06-27 17:00:00,"纸飞机, 亲子互动, diy黑科技, 解压治愈神器, 创意手工",305,31,46,https://www.douyin.com/video/7520433486408207675
7520594932827180346,800万开发者已经上车，鸿蒙正在掀起一场效率革命。#华为 #鸿蒙 #开发者 #科技,科技头版,1574945710685047,2025-06-27 19:49:22,"华为, 鸿蒙, 开发者, 科技",47,1,1,https://www.douyin.com/video/7520594932827180346
7520566239186505012,纯血鸿蒙玩原神 卓易通补足缺陷 #纯血鸿蒙 #华为 #数码科技 #鸿蒙,科技美学,79988093013,2025-06-27 17:58:21,"纯血鸿蒙, 华为, 数码科技, 鸿蒙",687,123,66,https://www.douyin.com/video/7520566239186505012
7520999934234971451,智界一定会起来的，只是需要一些时间#智界s7 #智界r7 #鸿蒙智行 #华为 #新能源汽车,袁老师·禧融科技,2610657027162794,2025-06-28 22:00:58,"智界s7, 智界r7, 鸿蒙智行, 华为, 新能源汽车",1698,490,11,https://www.douyin.com/video/7520999934234971451
7520581145252482361,为什么深圳，从“教育洼地”变成了“教育巨头”？ #科技周周 #深圳 #教育 #高考 #高校,科技周周讲故事,71623213307,2025-06-27 18:55:52,"科技周周, 深圳, 教育, 高考, 高校",368,16,10,https://www.douyin.com/video/7520581145252482361
7520462744802446643,iPhone17Pro用上安卓黑科技，彻底解决散热问题 #iPhone17Pro,袍科技,73615584609,2025-06-27 17:30:00,iPhone17Pro,310,13,68,https://www.douyin.com/video/7520462744802446643
7520825545891843371,#特斯拉#焕新model y #小米汽车 #小米yu7,科技与新能源⚡️,2664812224721328,2025-06-28 10:44:18,"特斯拉, 焕新model, 小米汽车, 小米yu7",256,1149,327,https://www.douyin.com/video/7520825545891843371
7520989772878204200,全球首次实现新车出厂，就直接自主驾驶交付到客户手中！ 这一刻，我们共同见证了未来无人驾驶的历史！#首辆特斯拉新车自主交付  #特斯拉自动交付  #特斯拉  #自动驾驶  #无人驾驶  #智能驾驶 #智,科技日常,1099102925893340,2025-06-28 21:22:17,"首辆特斯拉新车自主交付, 特斯拉自动交付, 特斯拉, 自动驾驶, 无人驾驶",183,21,156,https://www.douyin.com/video/7520989772878204200
7520613476899278126,su7提不到，yu7遥遥无期，天呐，我怎么干了这么一件蠢事呀，雷总呀，我不指望下个月或者下下个月提车，但是能不能让我今年提车呀#雷军 #小米su7 #小米yu 7#抖音热搜,慧慧@逆时光科技美肤,60623692949,2025-06-27 21:01:21,"雷军, 小米su7, 小米yu, 抖音热搜",294,480,40,https://www.douyin.com/video/7520613476899278126
7520819519493917978,这几百值吗？荣耀400 Pro贵在哪？ #荣耀 #荣耀400pro #数码产品,科技美学,79988093013,2025-06-28 10:21:03,"荣耀, 荣耀400pro, 数码产品",696,27,46,https://www.douyin.com/video/7520819519493917978
7520464956005895439,回到三百年前，从根源肃清仇敌 #动漫 #国漫 #凌天独尊 @抖音小助手,索以科技,1288271086224270,2025-06-28 17:25:00,"动漫, 国漫, 凌天独尊",5004,193,194,https://www.douyin.com/video/7520464956005895439
7520589505788136731,#华为#科技#科普,顶尖科技,1739888730584027,2025-06-27 19:28:18,"华为, 科技",3100,383,21,https://www.douyin.com/video/7520589505788136731
7520621885193899324,小米YU7真正的考验还在后面，产能依然是头等大事 #雷军回应小米YU7大定破20万台,阿楠科技,4336898513313021,2025-06-27 21:33:56,雷军回应小米yu7大定破20万台,187,352,22,https://www.douyin.com/video/7520621885193899324
7519803506955881769,金榜题名时  #中考成绩 #成绩出来了 #逢考必过 #查成绩 #金榜题名,科技,2717621958484679,2025-06-29 06:00:00,"中考成绩, 成绩出来了, 逢考必过, 查成绩, 金榜题名",8036,1053,4079,https://www.douyin.com/video/7519803506955881769
7520512771453111561,"校长：装什么空调,再忍忍就放暑假了！ #大学生破防瞬间 #东北高温 #大学生哪有不疯的 #万万没想到",科技萌小喵,1330866618373353,2025-06-27 14:30:38,"大学生破防瞬间, 东北高温, 大学生哪有不疯的, 万万没想到",269,8,186,https://www.douyin.com/video/7520512771453111561
7520570295971859763,小米yu7确实好，就是不知道现在买啥时候能提到#小米 #小米yu7 #数码科技,小K黑科技,99994487296,2025-06-27 18:13:55,"小米, 小米yu7, 数码科技",16875,574,253,https://www.douyin.com/video/7520570295971859763
7520520463950318857,原油,大熊科技,103323373232,2025-06-27 15:00:25,,467,813,9,https://www.douyin.com/video/7520520463950318857
7520570295971859763,小米yu7确实好，就是不知道现在买啥时候能提到#小米 #小米yu7 #数码科技,小K黑科技,99994487296,2025-06-27 18:13:55,"小米, 小米yu7, 数码科技",16875,574,253,https://www.douyin.com/video/7520570295971859763
7520520463950318857,原油,大熊科技,103323373232,2025-06-27 15:00:25,,467,813,9,https://www.douyin.com/video/7520520463950318857
