video_id,desc,author,create_time,tags,duration
7520940453992369417,全世界都在跳大展鸿图，文化传播原来都是实力说了算 #大展鸿图 #中国文化输出,肥鱼商业信条,2025-06-28 18:10:17,"大展鸿图, 中国文化输出",0
7055219444385205538,文化与文明有何区别？#涨知识 #读书 #文化 ,易中天,2022-01-20 17:34:51,"涨知识, 读书, 文化",0
7520566875655441710,北京四合院您不知道的那些讲究 四合院藏着多少您不知道的生活智慧#四合院  #科普 #涨知识 #传统文化 #古建筑 @DOU+上热门,北京王带路,2025-06-27 18:00:30,"四合院, 科普, 涨知识, 传统文化, 古建筑",0
7518398792438254884,郭麒麟完美阐释了，好的学识与学历没有关系#郭麒麟 #名场面 #传统文化 #规矩不能忘 #一本好书,正能量一课,2025-06-22 11:30:00,"郭麒麟, 名场面, 传统文化, 规矩不能忘, 一本好书",0
7520867818695413033,警惕公知对我们的文化渗透和破坏 #公知的危害 #文化入侵 #中国崛起,飒姐说财,2025-06-28 13:28:34,"公知的危害, 文化入侵, 中国崛起",0
7521346673760881979,贵柔 #误闯天家 #道家文化 #在抖音重新读懂了当年课本 #日常分享,三谢李杜诸公多不能文,2025-06-29 20:26:30,"误闯天家, 道家文化, 在抖音重新读懂了当年课本, 日常分享",0
7521214064753020196,过节可以，不要被西方文化带偏了！因为我们是炎黄子孙，我们是龙的传人！#开封万岁山王大人成游客新宠 #万岁山王大人火出圈 #传统文化 #直击王大人演出现场 #正能量,拍遍河南,2025-06-29 11:51:59,"开封万岁山王大人成游客新宠, 万岁山王大人火出圈, 传统文化, 直击王大人演出现场, 正能量",0
7520949072238316810,我记得马伯庸说过： “每个人都有一个执念， 就是在我之前流行的文化都是腐朽的、保守的， 已经过时了的； 在我之后的文化都是浅薄的， 都是不值得一提的； 只有跟我从小长大的这些文化是……版本过低，升级后,一刀入魂,2025-06-28 18:43:38,"一刀入魂, 顶火范儿, 坦克300, 至暗套件, 坦克300hi4t",0
7431152415618895142,什么是中国文化 易中天一个小故事告诉你 #易中天 #中国文化,玫瑰读书笔记,2024-10-30 06:32:00,"易中天, 中国文化",0
7520651506417143066,所谓是土到极致 就是文化 #台湾 #闽南,岛眼事务所,2025-06-28 10:00:00,"台湾, 闽南",0
7520951131293437219,庄子讲 人为什么越思考 越痛苦 #庄子 #国学文化 #国学智慧 #人文星闪耀计划 #抖音读书日,张蕴采,2025-06-28 19:22:34,"庄子, 国学文化, 国学智慧, 人文星闪耀计划, 抖音读书日",0
7520895788713561354,真正疯狂的石头 价值一套房的大籽料原石#和田玉 #和田玉籽料 #玉石 #玉顶文化 #传统文化,玉顶文化,2025-06-28 19:18:00,"和田玉, 和田玉籽料, 玉石, 玉顶文化, 传统文化",0
7519472202291465509,原来这就是任何国家都偷不走的中华文化，永远会被老祖宗的浪漫所折服#传统文化 #传承 #老祖宗审美 #古诗词,娱术家,2025-06-24 19:13:01,"传统文化, 传承, 老祖宗审美, 古诗词",0
7521249250471071016,焦点访谈完整版丨人造古城为何成“空城”？24亿投资换来超10亿亏损，文旅开发不能只算政绩账  #媒体精选计划 #张家界 #大庸古城,小央视频,2025-06-29 14:08:39,"媒体精选计划, 张家界, 大庸古城",0
7520959849636203822,道教地位极高十二位神仙#神话#华夏文化#ai绘画#ai视频,影痕AI,2025-06-28 19:25:25,"神话, 华夏文化, ai绘画, ai视频",0
7519559731023924540,中国文化渊源流长，老外永远模仿不来， 这才是独属于中国人的文字密码！#中国文化 #汉字 #申遗 #好书推荐 #古诗词的魅力,娱堂,2025-06-25 00:52:20,"中国文化, 汉字, 申遗, 好书推荐, 古诗词的魅力",0
7517618773696777491,这就是外国人偷不走的中国传统文化，泱泱华夏历史何其悠久，永远会被老祖宗的浪漫所折服#传统文化,目有娱光,2025-06-19 19:21:22,传统文化,0
7519128261994024227,这就是任何国家都偷不走的中国文化，中国汉字的含金量还是太高了 #中国文化 #打铁花 #苏绣 #古诗 #汉字,内娱左使,2025-06-23 20:58:51,"中国文化, 打铁花, 苏绣, 古诗, 汉字",0
7310429245140995343,老外学中国历史是浪费时间？曹操眼中的中国历史太…..#金宫案 #中国历史 #老外学习中国文化 #文化传承 #中国文化博大精深,曹操来了,2023-12-09 11:19:18,"金宫案, 中国历史, 老外学习中国文化, 文化传承, 中国文化博大精深",0
7520605884083342602,这就是外国人偷不走的中国传统文化。泱泱华夏，历史何其悠久 文明何其博大，这是我们自信之基，力量之源。#文化传承  #中华文化  #非遗传承  #民俗文化  #中式美学,辉光娱乐记,2025-06-27 20:32:23,"文化传承, 中华文化, 非遗传承, 民俗文化, 中式美学",0
7520512756437945658,陕西一户农村院子里竟然藏了一座1000多年的唐朝古墓。#瓜子二手车 #历史 #唐朝 #农村 #旅行推荐官,逸明文化古迹,2025-06-27 14:30:28,"瓜子二手车, 历史, 唐朝, 农村, 旅行推荐官",0
7515450188853464354,“泱泱中华，历史何其悠久，文明何其博大，这是我们的自信之基、力量之源。”保护文化和自然遗产，是习近平总书记心之所念。今天#文化和自然遗产日 ，一起重温总书记的殷殷叮嘱。#传习录,央视新闻,2025-06-14 07:00:00,"文化和自然遗产日, 传习录",0
7520693927196790025,《749局档案解密》-人容婆 #人容婆 #传统文化 #民间传说 #民间故事,AIGC解密档案,2025-06-28 19:15:00,"人容婆, 传统文化, 民间传说",0
7519505407758110003,刻在骨子里的教养，是我们中华文化最美的品德 #规矩 #中国人的规矩 #好的教养 #传统文化,上善若水1,2025-06-24 21:21:28,"规矩, 中国人的规矩, 好的教养, 传统文化",0
7519094965511736616,原来这就是任何国家都偷不走的中华文化，日韩天塌了！ 非遗申请开始溯源，看他们今后还怎么拿别人家的文化！#传统文化 #传承 #老祖宗审美 #古诗词,汶十叁,2025-06-23 18:49:27,"传统文化, 传承, 老祖宗审美, 古诗词",0
7520866733776342335,原来这才是让外国人永远都学不来的中国文化！#创作者扶持计划 #传统文化 #科普 #老祖宗的智慧,亿点科普,2025-06-28 13:24:06,"创作者扶持计划, 传统文化, 科普, 老祖宗的智慧",0
7520983614382951721,#道德经#国学 #文化 丁哥解读的经典是全网独一无二的，请关注,丁哥说,2025-06-28 20:57:40,"道德经, 国学, 文化",0
7521337801372093738,回答下珠子的疑问。 当个故事听就好。#海外合法拍摄国内请勿模仿 #国学文化 #盗墓笔记,东南亚秀才,2025-06-29 19:52:35,"海外合法拍摄国内请勿模仿, 国学文化, 盗墓笔记",0
7518295557736893754,这就是外国人偷不走的中国传统文化，老祖宗留下来的东西就是大气，这一刻读懂了传承的意义 #中国传统文化    #爱国  #传承文化   #抄都抄不明白,1996,2025-06-21 15:06:37,"中国传统文化, 爱国, 传承文化, 抄都抄不明白",0
7521205397073104147,同样都是百亿豪门的接班人， 下意识的一个动作暴露了他们的真实教养，我们传承了5000年的中华传统文化不是人人都拥有，难怪奚梦瑶能嫁进豪门，原来所谓的门当户对，对的是家风而不是家境，……版本过低，升级后,宏晟家具&,2025-06-29 11:18:18,"何猷君, 奚梦瑶, 教养, 郭德纲, 关晓彤",0
7519803314008722740,这波文化输出，中国人绝对赢麻了！#文化输出 #汉语 #古诗词,管家聊奇,2025-06-25 16:37:29,"文化输出, 汉语, 古诗词",0
7520857008044543271,有很多人问我，老斯你为什么不干脆剃光头 #英国 #秃头 #趣味历史 #文化 #文化差异,斯叙万千,2025-06-28 17:50:00,"英国, 秃头, 趣味历史, 文化, 文化差异",0
7520182900977913126,懂得把小家庭放在第一位的让人，都过得很幸福？ #原生家庭 #疗愈 #亲密关系,宸雨文化,2025-06-28 20:00:00,"原生家庭, 疗愈, 亲密关系",0
7520577683072339215,为什么族旺留原籍，家贫走四方？ #权谋故事 #烧脑剧场 #传统文化,马上作,2025-06-27 18:42:42,"权谋故事, 烧脑剧场, 传统文化",0
7084171759192214795,#南怀瑾 ：什么是文化？文者圣说之理，化者育明之归！#文化 #认知  #生活态度 #言行举止 #智慧人生@抖音小助手 ,一刻talks｜硬科技x新商业,2022-04-08 18:05:20,"南怀瑾, 文化, 认知, 生活态度, 言行举止, 智慧人生",0
7521226967526509875,秩序与文化！ #国际局势  #五间大瓦房 #中美贸易战 #历史,志新观天下,2025-06-29 12:42:07,"国际局势, 五间大瓦房, 历史",0
7521346200072949019,爸爸问5岁儿子，我们人到底是不是猴子变的#国学智慧#国学启蒙 #国学智慧文化,四川幺弟,2025-06-29 20:34:47,"国学智慧, 国学智慧文化",0
7520506376406240563,#易学通一学就通 #传统文化 #高维智慧 可能我们也是“火鸡”！,黎学文化,2025-06-29 19:10:00,"易学通一学就通, 传统文化, 高维智慧",0
7519552630297808138,古代的文化传承居然都被误解了#涨知识 #科普 #省流,木同学,2025-06-25 08:00:00,"涨知识, 科普, 省流",0
7521289742543293754,#笼养文化传承 #野生鸟类 #养鸟经验分享,兰舍兰分,2025-06-29 16:45:35,"笼养文化传承, 野生鸟类, 养鸟经验分享",0
7516898478446955788,抵制糟粕文化，拒绝被文化裹挟！ #李阳 #价值观 #糟粕文化 #喝酒 #酒桌文化,李阳疯狂英语,2025-06-17 20:45:28,"李阳, 价值观, 糟粕文化, 喝酒, 酒桌文化",0
7520953732746562870,"你永远可以相信祖宗的审美 中式美学的极致浪漫被演绎到极致。
#中式美学 #中式建筑 #祖宗智慧 #当白话遇见古诗文",娱兔文化,2025-06-28 19:01:59,"中式美学, 中式建筑, 祖宗智慧, 当白话遇见古诗文",0
7520057945516068134,原来这就是任何国家都偷不走的中华文化，永远会被老祖宗的审美所折服 #传统文化 #传承#老祖宗审美#古诗词 #非遗文化,玺糖,2025-06-26 09:05:41,"传统文化, 传承, 老祖宗审美, 古诗词, 非遗文化",0
7519454390487485723,原来中华文化早就在国外杀疯了！#老外说中文 #老祖宗的智慧 #古诗词,太白谈娱乐,2025-06-24 18:03:36,"老外说中文, 老祖宗的智慧, 古诗词",0
7453846294570863930,我们文化落后的根本原因是什么 #中华文化 #国学智慧 #国学文化 #正能量 #孩子教育,继承之道国学苑,2024-12-29 22:50:51,"中华文化, 国学智慧, 国学文化, 正能量, 孩子教育",0
7520858542761413915,日本：有小礼而无大义的国家 历史证明：日本就是表面客气，有小礼而无大义。而我们自古以来重情重义！#历史 #爱国 #中华文化,泰学-包放,2025-06-29 10:00:00,"历史, 爱国, 中华文化",0
7518995986338516260,中国冥币海外爆火，被老外称为祖先币？ #科普 #中国冥币在海外爆火 #东方神秘力量 #文化输出 #抖音精选,潘扬老师,2025-06-23 12:24:43,"科普, 中国冥币在海外爆火, 东方神秘力量, 文化输出, 抖音精选",0
7177686531640020256,什么是文化？#文化 #中国文化 #传承弘扬中国文化,耕读一哥,2022-12-16 18:09:45,"文化, 中国文化, 传承弘扬中国文化",0
7520574082648231178,中国人一定要敬畏祖宗，血缘，学习传统文化 #认知 #智慧人生,老福升维智慧,2025-06-27 18:28:34,"认知, 智慧人生",0
7521297256889552185,福建非遗 华光二世子 #闽东游神文化 #国泰民安 #古风国韵 @DOU+小助手,闽东非遗文化（福建民俗）,2025-06-29 17:14:45,"闽东游神文化, 国泰民安, 古风国韵",0
7520812774893636910,中国人不能忘了自己的根#中国 #传统文化 #教育 #文化传承 #正能量,包放历史说,2025-06-28 09:54:49,"中国, 传统文化, 教育, 文化传承, 正能量",0
7519033109770226954,强大！华尔街精英烧冥币 卢浮宫开纸扎展览！ 中国的冥币文化正在流行华尔街！#文化 #冥币走红海外 #传播 #华尔街 @DOU+小助手,老李的视界,2025-06-23 17:50:00,"文化, 冥币走红海外, 传播, 华尔街",0
7520524484283387182,江二爷降驾#习俗文化 #地方习俗 #闽南习俗,新加坡非遗文化,2025-06-27 15:16:04,"习俗文化, 地方习俗, 闽南习俗",0
7520953895422528768,蔡澜先生一路走好，我们会永远怀念你 #蔡澜 #蔡澜去世 #王晶,晶哥来了-电影文化,2025-06-28 19:02:40,"蔡澜, 蔡澜去世, 王晶",0
7519915477528923419,原来，这就是任何国家都偷不走的中华文化！永远都会被老祖宗的浪漫所折服！！#传统文化#老祖宗审美#古诗词#中华文化 #传承文化,招財进宝✨,2025-06-25 23:52:46,"传统文化, 老祖宗审美, 古诗词, 传承文化",0
7459693499512884514,为什么要对文化进行批判? #文化 #文明 #历史 #传统文化 #认知 @申屠说,申屠说,2025-01-14 17:03:21,"文化, 文明, 历史, 传统文化, 认知",0
7513876787785469235,文化与文明 #文化 #文明 #实话实说 #正能量,现在是老谢了,2025-06-09 17:20:31,"文化, 文明, 实话实说, 正能量",0
7520548934000430345,就因为耿公的高瞻远瞩，文化让大同有了新的高度#耿彦波 #大同 #华严寺,中国文明,2025-06-27 16:50:53,"耿彦波, 大同, 华严寺",0
7520917088909020473,六月初五 别冒失#民俗文化 #老祖宗的智慧 #每日分享,张昀棠,2025-06-28 16:39:29,"民俗文化, 老祖宗的智慧, 每日分享",0
7520526252420173083,这个真的存在 #国学文化 #国学 #国学智慧 #传统文化 #林元群,林元群老师,2025-06-29 17:25:00,"国学文化, 国学, 国学智慧, 传统文化, 林元群",0
7520068073245281594,文化入侵是一场不共戴天的仇恨#文化入侵#长卿#认知,长卿人生智慧,2025-06-26 09:44:53,"文化入侵, 长卿, 认知",0
7332021224270204212,文化没有什么可骄傲的，文明才值得骄傲！ #文化 #文明,申屠说,2024-02-05 15:47:37,"文化, 文明",0
7520189137383591219,老祖宗的智慧，这些规矩必须懂#传统文化 #林元群 #国学 ,林元群师傅,2025-06-29 18:30:00,"传统文化, 林元群, 国学",0
7520554037172161801,农村女人没文化#社会百态 #脱口秀 #吐槽 #大实话 #搞笑,小飞爱吐槽,2025-06-27 17:10:40,"社会百态, 脱口秀, 吐槽, 大实话, 搞笑",0
7513219458506198308,#河源酒吧 #组局 #抓手指 #杂技表演  听我说 入局私我，河源广州入局认准ikki好么,ikki（河源组局版,2025-06-07 22:48:58,"河源酒吧, 组局, 抓手指, 杂技表演",0
7521205882933775670,泱泱文化五千年，我们有我们自己的祖宗，我们是炎黄子孙，我们是龙的传人，我们有自己的传统文化节日，千万不要被西方文化带偏了#开封万岁山王大人成游客新宠 #传统文化 #万岁山王大人火出……版本过低，升级后,拍遍河南,2025-06-29 11:20:14,"开封万岁山王大人成游客新宠, 传统文化, 万岁山王大人火出圈",0
7520450197504183562,你知道我国有多少国粹，成功输出到国外了吗？#国粹  #万万没想到  #文化输出  #文化自信  #奇奇怪怪的文化输出,经典档案室,2025-06-27 10:27:53,"国粹, 万万没想到, 文化输出, 文化自信, 奇奇怪怪的文化输出",0
7327539459463925043,南怀瑾先生一直强调传统文化的重要性，他曾明确指出：“任何國家民族不怕亡國，就怕文化断了！”这句话并非空穴来风，而是基于对世界历史的深入了解。纵观全球，四大文明古國中，唯有中國文明延……版本过低，升级后,南师书院,2024-01-24 14:16:28,"南怀瑾, 传统文化, 认知觉醒",0
7483360834593312059,外国人无法理解的中华文化，全世界只有汉字停止了演变#文化传承 #汉字 #中华传统文化 #文化常识,天道(同款在主页),2025-03-19 11:42:11,"文化传承, 汉字, 中华传统文化, 文化常识",0
7508610856544898342,古人的文化传承居然都被误解了！#科普  #涨知识,方兄来了,2025-05-30 13:48:00,"科普, 涨知识",0
7520568490655321407,这不是魔术，而是苏绣，是传承了上千的中国非遗绝技 这就是让韩国人都不敢碰瓷的双面三异绣 #苏绣 #非遗 #传统手艺 #手艺人,娱小二,2025-06-27 18:06:53,"苏绣, 非遗, 传统手艺, 手艺人",0
7430011823308426536,中国文化，是每个人的必修课！ #郭继承 #人生智慧 #观点分享 ,郭继承（夏令营开始报名啦）,2024-10-26 17:23:29,"郭继承, 人生智慧, 观点分享",0
7010267995939409182,伟大的中华文化 #知识创作人 ,高盖伦,2021-09-21 14:20:26,知识创作人,0
7520929680497626418,为何说大宪章是人类法治文明的起点#历史 #文化 #认知 #冯玮,冯玮谈历史,2025-06-28 17:28:35,"历史, 文化, 认知, 冯玮",0
7521006982796741928,消失的铁峰庵 全昆明我个人觉得消失得最可惜的两座寺院，一个归化寺，一个铁峰庵。今天先去看看铁峰庵遗址。#款云南 #见识云南 #历史 #历史古迹,南曲文化,2025-06-28 22:28:22,"款云南, 见识云南, 历史, 历史古迹",0
7036015248687566087,温州人到底有没有文化?#旅行大玩家 #温州人 ,小黑诸鸣,2021-12-01 11:35:00,"旅行大玩家, 温州人",0
7520990158881082687,六月六天贶节#传统文化#民俗文化#传统节日,雅韵文化,2025-06-28 21:23:02,"传统文化, 民俗文化, 传统节日",0
7519709460547308826,原来这就是任何国家都偷不走的中华文化，永远会被老祖宗的浪漫所折服#传统文化#传承# 老祖宗审美#古诗词,仙女美食,2025-06-25 10:33:21,"传统文化, 传承, 古诗词",0
7521210974663232827,山西话的神奇能力之 一言不发也能理解全文#内容太过真实 #山西方言 #搞笑 #文化输出 #一定要看到最后,小羽bar.,2025-06-29 11:39:56,"内容太过真实, 山西方言, 搞笑, 文化输出, 一定要看到最后",0
7520852457975516458,它是一本沉甸甸的历史书，记载着庆阳璀璨的历史与文化。今天就让我们走进庆阳市博物馆，一起探索这片古老而又神奇的地方～#董宇辉 #与辉同行 #董宇辉拥有暖评最多的评论区 #与辉同行阅山河 #与辉同行甘肃行,与辉同行,2025-06-28 12:28:55,"董宇辉, 与辉同行, 董宇辉拥有暖评最多的评论区, 与辉同行阅山河, 与辉同行甘肃行",0
7520951614557211963,不破不立，大破大立 #思维认知 #国学文化 #老子道德经 #内容启发分享计划,历史文化,2025-06-28 18:53:29,"思维认知, 国学文化, 老子道德经, 内容启发分享计划",0
7520881021395455289,你会经常这么说吗？#生僻字  #方言 #国学文化 #家乡话,生僻字,2025-06-28 14:19:32,"生僻字, 方言, 国学文化, 家乡话",0
7519758719090314555,教养和规矩真不是人人都有，中华五千年的规矩教养，老祖宗留下的文化绝不能丢#规矩 #教养 #传统文化 #教育 #家庭教育,快乐小七,2025-06-25 13:44:26,"规矩, 教养, 传统文化, 教育, 家庭教育",0
7518907472929672498,原来中华文化早就传到国外了，感觉全世界都在说中国话，果然永远被老祖宗的浪漫所折服#中华文化 #老外说中文 #老祖宗的智慧 #古诗词 #中国人的浪漫,圆圆优选🌹,2025-06-23 06:41:16,"中华文化, 老外说中文, 老祖宗的智慧, 古诗词, 中国人的浪漫",0
7306768623161363749,独属中国人的文化底蕴 老祖宗留下来的情商密码 #中华文化   #礼仪   #为人处世,娱圈小鸽鸽,2023-11-29 14:34:16,"中华文化, 礼仪, 为人处世",0
7514917955239529767,文化入侵细思极恐，原来我们都在慢慢的被国外文化所侵蚀 #国学文化 #智慧人生 #文化入侵的危害不容小觑 #传承中国传统文化 #传统文化,合一智慧人生,2025-06-12 12:40:56,"国学文化, 智慧人生, 文化入侵的危害不容小觑, 传承中国传统文化, 传统文化",0
7520170299075104011,这就是中国人的规矩！#规矩 #中国人的规矩 #教养 #传统文化 #读书分享,薪满亿足,2025-06-26 16:21:39,"规矩, 中国人的规矩, 教养, 传统文化, 读书分享",0
7520555201091079487,人生最高级的活法，就这三句话！ #传统文化#民俗文化,司徒法正.,2025-06-27 17:15:20,"传统文化, 民俗文化",0
7519768920711007545,那些快被遗忘的规矩，规矩就是教养，人没有教养，有多可怕！！！#好书分享 #书单#教养 #礼仪 #传统文化,叫我杨可爱呀,2025-06-25 14:24:01,"好书分享, 书单, 教养, 礼仪, 传统文化",0
7521193776162475323,“别赌气” #百家讲坛 #国学文化,百家讲台,2025-06-29 10:33:11,"百家讲坛, 国学文化",0
7424089278445014307,我国的传统文化是拿不出好东西了吗？需要去洗白糟粕？#炸裂 #历史 #传统文化,甫子寸,2024-10-10 18:40:19,"炸裂, 历史, 传统文化",0
7095489645756173609,中国文化对日本的影响到底有多大？你的起点，可能就是他们的天花板。 #传统文化 #日本生活 #儒家思想,大串儿,2022-05-09 06:03:54,"传统文化, 日本生活, 儒家思想",0
7271267908657941775,传承传统文化，重建国人规矩！这些老祖宗留下来的文化，你又知道几个呢？#传统文化 #国学文化 #为人处世 #传承文化,董超,2023-08-26 21:11:00,"传统文化, 国学文化, 为人处世, 传承文化",0
7519452165732142375,中国冥币在全世界杀疯了，这就是中华文化的魅力#中国文化 #传统文化 #古诗词,古今研究所,2025-06-24 22:20:00,"中国文化, 传统文化, 古诗词",0
7519069215854251303,原来这就是任何国家都偷不走的中华文化，永远会被老祖宗的浪漫所折服#传统之化开传承#古诗词#传承,孬孬狗仔队,2025-06-23 17:08:50,"传统之化开传承, 古诗词, 传承",0
7520470721181584680,6月26日，河南开封，2025河南省文化旅游发展大会现场，盘鼓迎宾，非遗创演，苏轼入画，烟火人间，山东游客：启动仪式大气、唯美、震撼，把中华文明、宋朝历史、开封历史讲“活”了。#2025河南省文化旅游,河南省文化和旅游厅,2025-06-27 11:47:35,"2025河南省文化旅游发展大会, 河南文旅推荐官, 河南",0
7490896371050925371,中华上下五千年文化底蕴，外人永远别想偷走！#文化传承 #非遗文化 #传统文化 #松塔香 #百鬼夜行,南笙云篇,2025-04-08 19:03:53,"文化传承, 非遗文化, 传统文化, 松塔香, 百鬼夜行",0
7519681592106159420,中国人的规矩#礼仪文化,进来的人暴富,2025-06-25 08:45:10,礼仪文化,0
7518289015481666825,这才是任何国家都偷不走的文化底蕴，老祖宗留下来的东西就是大气，也许这就是传承的意义#娱乐评论大赏 #传统文化 #中式美学 #古老文化,思维说,2025-06-21 19:30:00,"娱乐评论大赏, 传统文化, 中式美学, 古老文化",0
7520462681304845614,中华哲学一定大放光彩！#冯友兰#哲学#传统文化,张其成讲传统文化,2025-06-27 11:16:18,"冯友兰, 哲学, 传统文化",0
